feature	VK_170831_025	VK_170831_037	VK_170831_043	VK_170831_073	VK_170831_079	VK_170831_103	VK_170831_115	VK_170831_163	VK_170831_169	VK_170831_175	VK_170831_187	VK_170901_037	VK_170901_055	VK_170901_061	VK_170901_091	VK_170901_097	VK_170901_121	VK_170901_139	VK_170901_151	VK_170901_163	VK_170901_175
strain	daf16	daf16	daf16	daf16	N2	daf16	N2	daf16	N2	daf16	N2	N2	N2	N2	daf16	N2	daf16	daf16	N2	N2	N2
106.0498_88.6	50648960	59241130	15127420	35495570	       0	 5387127	34585480	23472620	       0	31885010	30690920	12728010	35506720	15417780	34157700	39466980	45195739	21853790	24058240	50951570	 9563103
106.1106_41.6	35804720	44220430	30865920	45573320	19362800	20339590	35789090	38750660	18792520	46848540	32408660	23151700	40562300	17783570	39198960	34139970	26797845	21280400	23998310	43462990	11989139
106.1144_41.4	16288840	18863230	14515980	20780270	 2458694	 7763133	16111200	17221410	 1092010	20514020	13398020	14511330	16116780	 4633518	14723720	14133070	12653728	11124260	13104110	19823060	 1577336
106.9858_196.6	  15265.5	4902554.0	  15265.5	  15265.5	  15265.5	  15265.5	  15265.5	  15265.5	  15265.5	 902357.9	  15265.5	  15265.5	 683620.7	      0.0	1066678.0	1026162.0	      0.0	      0.0	      0.0	1507772.0	      0.0
107.0491_39.3	 6468445	 7054618	 9688316	 6783835	 2191965	 3570551	10027890	 5366779	 1650140	 6795546	 7220278	 4325556	 8296526	 1922129	 5617313	10179900	 4444447	 4537561	 4702560	14388160	 1672664
107.0653_152.4	 451102.7	1019498.0	1036841.0	2033740.0	      0.0	 161578.4	1352998.0	1546133.0	  26020.7	2965325.0	1187509.0	  47466.9	2348220.0	  69781.6	1276760.0	1540155.0	 390981.3	  76677.6	 609050.4	2475391.0	  52924.4
107.1416_39.6	3115799.0	  62107.1	2328455.0	  62107.1	  62107.1	1505850.0	1273156.0	2234669.0	  62107.1	  62107.1	  62107.1	5100827.0	 907806.7	 469941.3	1927882.0	1673292.0	2939507.6	3358144.0	4426662.0	      0.0	      0.0
107.5731_44.9	 226477.4	  48120.9	1171915.0	  48120.9	  48120.9	3210634.0	  48120.9	  48120.9	  48120.9	  48120.9	 436221.0	 283471.8	      0.0	4753933.0	      0.0	1066421.0	1441292.7	 541935.9	 409571.5	1632882.0	      0.0
107.5993_93.8	 1232974.0	 1629272.0	 6712495.0	 1252407.0	 3163515.0	 1606530.0	 9642569.0	 1765215.0	 1753332.0	 2229791.0	 3630387.0	 3202177.0	 3989269.0	 1291600.0	 4944239.0	 5978009.0	 1368882.9	 3305390.0	 2682760.0	11053040.0	  512652.2
108.0451_75.4	 209013.7	 167782.1	 772292.9	1627868.0	1930363.0	1100787.0	5484259.0	 690499.7	 178103.7	 186736.8	 179435.8	 185514.6	      0.0	 282590.7	 292944.5	      0.0	      0.0	4899904.0	1236321.0	      0.0	      0.0
108.0888_27.4	 741265.9	 567127.0	2119420.0	 347393.1	 831385.7	 573267.5	 741886.7	 649999.0	 651238.0	 617011.5	 761118.5	 512665.2	 273430.9	5684656.0	 365493.1	  45196.8	 802578.5	5539530.0	 498748.7	 605917.3	 573866.4
108.1824_38.9	  23896.5	  23896.5	3539595.0	  23896.5	  23896.5	  23896.5	3824797.0	  23896.5	  23896.5	  23896.5	  23896.5	 631448.7	      0.0	      0.0	      0.0	1585362.0	 722335.0	 810218.5	1021554.0	      0.0	      0.0
108.5707_128.6	1207470.0	1964897.0	1947311.0	 967117.8	 224362.8	 753399.5	2276237.0	 768625.2	2097122.0	 511140.4	 823327.9	 622443.3	1287317.0	 694475.2	1052860.0	1577797.0	 742016.4	1221931.0	1428514.0	3452409.0	      0.0
108.5764_115.9	1325482.0	 732081.1	 745481.6	 741668.5	  34532.3	2813720.0	 814954.8	1183594.0	  34532.3	2804067.0	 463057.0	1027618.0	 754313.5	      0.0	3769893.0	1186143.0	2295287.6	 742544.4	 354309.2	2691678.0	      0.0
109.0284_226.1	 911739.1	1774489.0	2155215.0	1813825.0	      0.0	4043545.0	1499636.0	1682238.0	      0.0	3102731.0	1980842.0	2219539.0	2148255.0	  84191.9	1551984.0	1914560.0	2084344.9	1373198.0	1655133.0	5022019.0	  68881.0
109.0284_126.1	3564126.0	3631435.0	2599141.0	7298410.0	  26949.3	1358485.0	3615846.0	4157057.0	  26949.3	5514927.0	3431657.0	 744458.9	5624748.0	 904209.6	2856143.0	3063645.0	 433564.8	2892219.0	1230985.0	8165404.0	  23913.1
109.5786_105.1	 945243.4	1409745.0	4916824.0	1701898.0	 386413.4	1413888.0	6596260.0	1080393.0	1380262.0	 579574.6	2442475.0	1961577.0	2093638.0	 867546.5	 487293.6	3639960.0	1490436.8	1846920.0	1095978.0	9680588.0	3186097.1
110.0349_42.9	 3243167.0	 2535593.0	16693800.0	 4819615.0	   45462.3	 2296341.0	 3208120.0	 2519184.0	   45462.3	 3729714.0	 1292663.0	  827449.3	 1747315.0	   82769.3	 3140688.0	 2332649.0	 1399518.2	12268980.0	 1086930.0	 3621043.0	  121208.4
110.0502_105.2	1338099.0	 900888.5	 510016.9	1015192.0	      0.0	      0.0	 712945.2	2131016.0	      0.0	 695777.5	 252876.2	      0.0	 485977.3	 134081.9	 678784.6	 134081.9	 401455.2	 134081.9	 134081.9	 786734.2	 134081.9
110.0713_90.6	322411700	386076200	176784800	457031000	 18421380	 78998620	264960400	276124000	 14512150	494440800	244313700	 73781690	305196100	 41998360	311098800	244535900	127605468	117745700	119469000	454930100	 35125701
110.0713_290.5	 5732200.0	10370810.0	14871910.0	 6358805.0	  242313.2	 1179085.0	 7497260.0	 4316509.0	  543259.1	 6950971.0	10461490.0	 6707212.0	 7895746.0	 1893274.0	 4839450.0	10288580.0	 3104303.8	 5940274.0	 4917975.0	33382130.0	 1284322.6
110.0922_104.7	 610016.1	 997563.1	 468950.1	 947196.2	      0.0	      0.0	 277666.8	 158227.3	      0.0	 448594.9	 229335.3	      0.0	 401457.2	 106565.9	 106565.9	 106565.9	 192458.0	 106565.9	 106565.9	1409570.0	 106565.9
111.0178_242.7	     0.0	     0.0	     0.0	     0.0	935762.9	795776.8	     0.0	     0.0	     0.0	     0.0	     0.0	     0.0	146559.9	146559.9	146559.9	366322.7	323997.6	146559.9	146559.9	146559.9	146559.9
111.0552_104.4	2817901.0	2028082.0	3918142.0	2283415.0	 175089.5	1388083.0	1885895.0	1012646.0	      0.0	1959304.0	1785632.0	 819355.2	1944988.0	 208411.2	2329162.0	 772661.1	2883944.5	3557470.0	1534572.0	2455732.0	 189796.0
111.0683_106.4	2381621.0	2243389.0	1370120.0	2939221.0	      0.0	 386380.5	1184996.0	1563263.0	      0.0	2332858.0	1658955.0	6462713.0	1475483.0	 166965.4	2030198.0	 990387.9	 984572.2	 742811.3	 585967.8	2584072.0	 166965.4
111.0746_98	15961720.0	18164300.0	11182630.0	22675120.0	  544689.9	 2965434.0	12110230.0	12617270.0	   58072.4	21093130.0	12571970.0	 2572936.0	14230150.0	 2044818.0	14825750.0	11004180.0	 7162282.8	 4628700.0	 5078202.0	24599190.0	 1615870.3
111.5801_70.6	5757532	5723575	2076848	1273960	4733527	4779149	4950026	5767018	1928832	5830520	4439530	4993382	5540228	2672894	4832032	3897551	3528782	4983564	2826520	4529768	3323532
112.0128_136	6462676.0	9847359.0	 240233.7	7995600.0	7602488.0	 240233.7	8600685.0	7607626.0	 240233.7	7582803.0	7527499.0	 240233.7	6225726.0	7455874.0	5947541.0	7799194.0	4575005.2	7839545.0	4751752.0	6022606.0	      0.0
112.028_39.2	  19676.2	5366746.0	3365136.0	4499119.0	 487762.2	2740092.0	1933312.0	4280144.0	  19676.2	6443963.0	1311891.0	2613527.0	1025685.0	1653198.0	1780324.0	5166555.0	2848041.5	2333983.0	1916625.0	7570599.0	      0.0
112.0412_183	14519440	21631500	25498540	30108410	 1105623	 6300452	32269950	21145240	 2219234	39038270	34781620	 4719469	32919290	 2050554	19772600	22300790	 5799999	 7950318	 7878360	55275220	 1787231
112.0505_153.9	 9168471.0	13232900.0	25339610.0	 7906286.0	  939328.5	 2263415.0	10937340.0	 9698340.0	 1561804.0	14053410.0	12291300.0	 3845858.0	14528650.0	 2884661.0	 7352361.0	10044430.0	 2625902.3	13751190.0	 7184502.0	23339720.0	 1950201.9
112.0505_292.7	3769855.0	5408224.0	3912764.0	4402955.0	 849810.1	1561536.0	4089222.0	3579302.0	 745975.7	4643388.0	3797088.0	1501430.0	4907362.0	1531043.0	3760436.0	2912600.0	1953635.5	2598136.0	1317739.0	5894478.0	 549942.3
112.0869_106.1	69668470	68022780	35993240	70042020	 4447829	17425740	59453830	39075340	 2520295	52333370	49080890	12272720	46103610	 6801187	46633240	39968130	17705624	19313380	18306750	87463890	 3504235
112.1121_293.1	155712000	320845100	137526400	231914600	  6700587	  1414431	 78018090	135664100	  7580984	284370600	155502100	 55300470	208880900	  6335081	184489600	141453400	 70131566	 58316950	 53674410	438053000	  3658050
112.1121_138.9	23845410.0	19141930.0	38288480.0	21255190.0	11929830.0	 2251660.0	14818350.0	15347310.0	 3652971.0	20092560.0	18593450.0	 7668948.0	19732230.0	 6892445.0	 4660200.0	21953010.0	 7800863.0	15788310.0	14554960.0	 9350026.0	  983543.4
112.5426_176	1199311.0	1602466.0	1632708.0	1688036.0	  10120.1	  10120.1	1697374.0	1277180.0	  10120.1	2312663.0	1757869.0	  10120.1	1552162.0	   1793.1	1315153.0	1188025.0	   1793.1	   1793.1	1132944.0	3444464.0	   1793.1
113.0346_37.5	17278760	20689130	26380620	15990570	 1413048	 5917130	11112880	12524380	 1508238	15638640	12399110	 8238204	 8991583	 3080174	11240550	14081910	 6732046	12885160	 9847206	14664330	 2294553
113.0527_126.1	2826964.0	 943375.1	1114205.0	3242416.0	   7818.7	8861304.0	1183846.0	   7818.7	   7818.7	1903015.0	 385871.0	 385518.5	 490505.2	  33116.3	5676453.0	2246592.0	8422921.4	  33116.3	3759924.0	 843774.4	  33116.3
113.0709_90.3	      0.0	  23987.2	      0.0	 898876.1	      0.0	      0.0	      0.0	      0.0	      0.0	 263655.5	      0.0	      0.0	 490632.4	 306481.4	 587002.1	 309498.3	 304934.6	 328681.5	 315964.8	1635516.0	 296983.5
113.0902_106.1	2809694.0	2772755.0	1590363.0	2950565.0	  72034.0	 667027.0	2347714.0	1536994.0	   8599.5	2175897.0	1947908.0	 512023.3	1828096.0	  28259.8	1834659.0	1669504.0	 867291.2	 683530.7	 562934.2	3639674.0	  28259.8
113.1154_130	2026212.0	1340044.0	2001820.0	1435640.0	1608026.0	      0.0	1691791.0	1076639.0	 185640.6	1190569.0	1383926.0	   4943.0	 585597.1	 303684.6	 535591.9	 464063.2	 270390.4	 118109.5	  94261.5	3511830.0	  84171.2
113.1154_293.1	11459240.0	25078100.0	10049030.0	17259450.0	  487663.3	   76904.3	 5457551.0	10203470.0	   72976.1	20959640.0	11373900.0	 3925467.0	15663760.0	  533861.0	13204010.0	10797190.0	 5014423.4	 4199199.0	 3865999.0	32089080.0	   72455.7
113.3901_110.4	1053800.0	1048694.0	 751792.3	1826728.0	      0.0	  98209.6	 522202.0	 295486.8	      0.0	 763834.5	 233747.5	 186335.9	 592030.2	  12745.8	 382061.9	 315596.1	 318981.4	 181208.2	  12745.8	2566436.0	  12745.8
113.4992_166.6	  24327.0	  23371.1	  23371.1	  23371.1	  23371.1	  23371.1	  23371.1	  23371.1	  23371.1	  23371.1	  23371.1	  31400.9	3230253.0	      0.0	      0.0	 698321.7	      0.0	      0.0	      0.0	 472884.2	      0.0
113.5868_100.1	1025740.0	1210346.0	2241447.0	 785590.1	  24124.9	 952648.9	  24124.9	 648611.0	  24124.9	 659521.2	  24124.9	  24124.9	  83366.6	  83366.6	3508501.0	  83366.6	1847149.6	2265070.0	  83366.6	  83366.6	  83366.6
114.0219_49.2	 950555.8	1002157.0	2179813.0	1210786.0	  77939.9	1282463.0	1635651.0	1069588.0	8309686.0	2003934.0	 761718.6	1487125.0	1290431.0	5292262.0	1265334.0	 780607.5	 850523.3	 984572.4	 379782.2	1497807.0	      0.0
114.0605_109.5	1452144.0	 985640.4	2336489.0	4023862.0	 130101.6	 830653.6	3532303.0	 643215.7	  21187.0	1148513.0	1760148.0	 862229.5	1480954.0	 239681.4	 588660.2	1874470.0	      0.0	 958416.4	1071289.0	3790302.0	      0.0
114.1026_97.6	 9520889.0	14118330.0	44195360.0	20198630.0	  723887.7	11425250.0	17005310.0	19428940.0	  768578.7	35029140.0	10503210.0	 4358437.0	13719660.0	 1537182.0	17157420.0	19643780.0	 7814163.1	21881540.0	 4673930.0	38451130.0	 1191855.4
114.5946_93.4	 732266.1	 889116.9	3571856.0	  49004.0	  49004.0	2048401.0	4372195.0	  49004.0	6603839.0	2965540.0	1703919.0	1663009.0	2101748.0	3803348.0	 964571.2	3105606.0	 663485.7	1830909.0	1215010.0	6138660.0	      0.0
115.0156_287.9	1607408	1429758	2898442	1540780	1336975	1684906	1804362	2150633	1822172	2261571	2848379	2368108	1908429	2590805	3114489	2969511	3284417	1176504	3436774	2411149	2463495
115.0168_34.7	1057107.0	6834803.0	4388048.0	4292087.0	2638433.0	1627574.0	1873612.0	3318343.0	1959980.0	3477566.0	1023662.0	1569690.0	1352914.0	1141832.0	2039504.0	2967363.0	2167905.6	2272987.0	1692767.0	4561958.0	 529238.3
115.0542_28.5	 301194.8	 355845.0	 797789.6	 331218.6	 718335.7	 463370.3	 407650.0	 722163.1	 768511.1	 717024.7	1833416.0	 986870.8	 838480.4	1030314.0	1811809.0	1407110.0	2303152.6	 810498.4	1095132.0	 662089.4	 953662.1
115.0866_116	 4904380.0	12592220.0	12476170.0	24128600.0	       0.0	 3922415.0	 7068191.0	13325420.0	       0.0	41555080.0	 1990898.0	  596773.7	12763490.0	 4821176.0	17675850.0	17099060.0	 7631159.0	 8679234.0	 6526462.0	24684030.0	 4605282.7
115.1059_95.8	 616746.1	 722460.5	3006102.0	1383047.0	      0.0	 825905.3	 653283.6	 603681.8	      0.0	1871764.0	 330659.2	      0.0	3220501.0	  26365.6	2647279.0	 571870.4	  26365.6	1128769.0	  26365.6	1246242.0	  26365.6
115.5785_113.8	1520522.0	1755527.0	5140500.0	1398091.0	      0.0	3345745.0	6342602.0	      0.0	      0.0	1325617.0	1532826.0	2913758.0	2446032.0	  55995.5	  55995.5	3396438.0	1335471.8	1927264.0	1269662.0	7915282.0	  55995.5
116.0342_95.7	5412740.0	7079051.0	 797737.3	2240010.0	5540308.0	2001094.0	2245522.0	1787384.0	1348016.0	2525412.0	4630021.0	1593587.0	2428029.0	1132748.0	1998236.0	2041597.0	7353994.9	3375938.0	1863880.0	2961312.0	 577461.5
116.0454_44.1	2805097.0	3742251.0	 855755.8	2430806.0	 871731.6	 468842.5	 794913.6	1958298.0	  37357.9	2839066.0	1283478.0	 734888.7	1349283.0	  93454.6	1447587.0	1221504.0	2139281.3	2410519.0	1042075.0	3317580.0	 832805.7
116.0899_111.8	      0.0	 584955.6	 428143.0	 706859.6	      0.0	      0.0	      0.0	 536161.2	      0.0	1405457.0	      0.0	      0.0	 261952.1	 261952.1	 520721.3	1365748.0	 261952.1	 261952.1	 261952.1	 936903.3	 261952.1
116.5738_103.5	2997585.0	  17084.0	1339317.0	  17084.0	  17084.0	  17084.0	1891236.0	  17084.0	  17084.0	  17084.0	 764996.3	1611296.0	2109379.0	      0.0	      0.0	1312351.0	1864206.1	1345192.0	      0.0	2979739.0	      0.0
116.5887_61.8	  80647.6	5473429.0	 633508.8	  80647.6	4431982.0	 350295.2	2019729.0	  80647.6	1959127.0	1401030.0	  80647.6	 945770.4	1284347.0	1206727.0	1248086.0	1047223.0	1132081.8	      0.0	2776320.0	2455747.0	      0.0
116.6113_64.5	 584574.1	4967209.0	5548142.0	2312951.0	7323520.0	      0.0	4283954.0	  17107.2	5587128.0	 489253.4	      0.0	3806140.0	 571751.4	1232987.0	2548982.0	 571751.4	1870765.9	 571751.4	5258493.0	4731885.0	1076110.2
117.0561_39.2	7773191.0	      0.0	      0.0	6088684.0	3857270.0	  30519.9	2173756.0	5775847.0	 559779.6	7985470.0	 670619.4	1343252.0	1482123.0	 748607.8	1558978.0	1887118.0	1137865.0	3479453.0	1488398.0	5058595.0	 792596.3
117.074_100.5	2961831.0	4089069.0	5142781.0	4285210.0	 596694.6	3022416.0	 873018.7	2593840.0	1702967.0	8422347.0	1503036.0	 599313.1	3768578.0	1744364.0	4637700.0	2785705.0	3255384.0	2940376.0	2531716.0	6346703.0	1166411.9
117.576_120.3	1841523.0	3197628.0	4332630.0	1259757.0	 264137.7	1594470.0	6528489.0	1087275.0	 491961.5	1065060.0	2643573.0	1913417.0	3419825.0	4363912.0	1091726.0	4373385.0	1815936.0	2584302.0	1647850.0	9335059.0	2649534.1
118.0542_33.5	5768983.0	      0.0	1422901.0	4937646.0	 395776.5	 388520.6	      0.0	      0.0	 740214.1	      0.0	1232850.0	1433952.0	 576749.1	1280090.0	 969374.0	 831834.8	  94109.7	 806368.7	1124190.0	 823803.9	 805403.6
118.0629_61.8	 9803322.0	13799830.0	 3887464.0	12372770.0	 3236075.0	 1183563.0	 3977969.0	11053150.0	 3859685.0	16985310.0	 8588618.0	 3154856.0	 7143292.0	  818151.6	11674560.0	 9674315.0	11829754.4	 1879175.0	 3997855.0	20062630.0	 3527130.8
118.0651_35.9	21328440	26697250	32200730	24836530	 7977003	12439770	36894480	24021490	 3554400	28772980	27628070	14126280	29242300	 9077906	26357680	35489760	16519330	18987560	17736010	51072580	 4226158
118.078_67.1	 5460622.0	 6905858.0	 2670272.0	 5514137.0	 4034221.0	 6052318.0	 3626480.0	 4957257.0	  213960.3	 7818932.0	 4067672.0	 2128959.0	 3932335.0	       0.0	 6347191.0	 7124894.0	 7495430.4	 8338843.0	 4750878.0	12563510.0	 4263395.7
118.0862_58.2	2486951000	2778794000	 841965300	3147592000	 327107600	 383968200	1436834000	2893088000	 266472000	3794595000	1679007000	 706639000	1364620000	 223188800	2597729000	1905699000	2775254129	 463348700	 877846900	4504593000	 270387997
118.0943_60.8	 4669492.0	10057380.0	 3550544.0	 6303110.0	   22326.0	  495341.2	 7767940.0	 9588858.0	  358269.2	14473610.0	 5698800.0	 2539921.0	 7354852.0	  574270.1	 8149267.0	 8798827.0	12976866.0	 2002092.0	 4303066.0	11696850.0	 1320801.6
118.0992_25	 952620.0	6427241.0	3847252.0	 146145.3	1782974.0	 351296.8	 148845.6	 211856.5	 606035.6	2128298.0	1992706.0	 198887.1	2169387.0	 166276.8	1666613.0	2862015.0	7241423.1	 116984.1	 185399.1	3359704.0	 130768.2
118.1096_61.9	 9494234	13448540	 3563106	13036330	 2002717	 2108066	 4727761	11664500	 1162053	16044790	 9862191	 3360585	 7355448	 1024659	11317620	 9890624	12365374	 2039693	 4514350	19170520	 1078235
118.9206_251.5	18616400	27888740	25877130	35977500	25042980	28473320	19998560	35945600	26169370	18086300	34605810	26180210	30109140	35341730	28686680	33029600	 7589390	26937350	25463630	30860590	26899640
119.0685_45.4	1641545.0	2440466.0	1944378.0	2037212.0	 722714.5	 522594.6	2063224.0	1011811.0	 175659.7	1879456.0	1384084.0	1383583.0	2437635.0	1062177.0	1234778.0	2599150.0	 577141.3	2046381.0	1170655.0	3112032.0	 234958.9
119.0721_25.6	1783251.0	 796543.3	3419372.0	1365957.0	 255826.4	 427771.4	2280898.0	1333038.0	 334267.6	1152125.0	1688601.0	1172434.0	2092579.0	 223874.9	1240205.0	2973274.0	 494412.1	5843646.0	1066464.0	3231063.0	 408987.1
119.0833_60.8	 6785667	10037210	 1743873	 8510199	 1720759	 1063652	 2552975	 8320770	 3163873	13112280	 6869942	 2356823	 4655498	 4164432	 8504603	 7470047	10177758	 2196297	 3192568	14785740	 1540743
119.0856_26.8	13168750	 9824766	30374160	11457820	27798710	20315890	12143770	27816650	27660480	29512300	36314120	15404260	 9426350	17557950	25709200	21471190	65900169	17282590	22522390	13447710	25047729
119.0896_57.2	139386200	192094600	 42491000	120642200	 18644960	 26577520	 95666210	147565200	 15427630	209242600	105112000	 43184460	 82750610	 18033440	153361000	108113900	125357182	 31309740	 50952520	245441100	 15814676
119.0925_60.3	 4553434	 5174092	 2198316	 3367076	 9648990	 8259849	 3661351	 5421612	13699920	 4077074	 2561875	 8643346	 2367004	 9890451	 2844714	 4554968	 3271502	10908610	 2781532	 7628743	       0
120.0031_235.3	1368431.0	3561499.0	2175172.0	1951500.0	 926465.6	1665977.0	2968442.0	2581082.0	2079818.0	2501853.0	1758235.0	2829360.0	1694423.0	2695822.0	2102919.0	1064259.0	2906830.5	 846311.0	1534292.0	3469242.0	2416120.1
120.0113_213.5	2472664.0	2360037.0	2761360.0	7912106.0	1256121.0	1978000.0	5051715.0	4810735.0	 491157.4	9513945.0	1859502.0	2658865.0	4043401.0	1261188.0	5680563.0	3623549.0	1883660.3	      0.0	1711795.0	6599704.0	 589448.0
120.0444_29	26489160	43987200	36679410	44902610	 3649102	25920080	18799170	40013940	 1346825	56120830	30275980	16515470	34234330	 7082019	45527000	46328940	25817457	17404460	14884190	50902640	 3194218
120.0605_120.4	 733898.9	1122492.0	1648755.0	      0.0	      0.0	      0.0	1795815.0	      0.0	      0.0	1643248.0	      0.0	 916833.6	1299377.0	 122694.3	 565791.1	1144943.0	 122694.3	1299585.0	 122694.3	2438907.0	 122694.3
120.0655_57.8	126165100	120238900	 71052750	171757400	  4156576	 16140390	 74752290	120983200	  3193899	156871300	 93246400	 25474390	118383500	 13494220	177113200	 74503140	 71457646	 34862820	 39852110	179371700	  6652598
120.0728_51.1	1614081.0	  49274.9	6237549.0	2891893.0	  49274.9	 641676.5	2096404.0	  49274.9	3270492.0	1181949.0	  49274.9	1020105.0	2345745.0	 309293.3	5928801.0	2422345.0	 699641.1	 809675.9	1672455.0	6698432.0	      0.0
120.0808_42.5	 682361100	 842941800	1092563000	 754055900	 106838900	 318506000	1120866000	 571726700	  75526120	 764128900	 792214600	 445120400	 936396800	 202148000	 611801500	1100828000	 380508527	 493120300	 503265700	1650478000	  77837595
120.0896_42.5	11195750	16193960	 7450389	12429310	 2412049	 1719446	 4649551	14235350	 2663194	17931580	14934470	 4668807	 6257396	 1425747	12513190	11836550	16422526	 1949988	 6178581	19627590	 2254994
120.093_60.5	 3614956.0	 1938341.0	 3149174.0	 1781349.0	10515990.0	   44097.1	 1836169.0	 1733167.0	   44097.1	 2829654.0	 1487201.0	 1830681.0	 1573783.0	       0.0	 2665862.0	 1420608.0	 1887041.4	 2616948.0	 3083188.0	 2885820.0	       0.0
120.1019_37	25313550	29980380	13679830	44298460	 2112118	11565000	 9058453	26858170	 2384482	25918860	 6111458	 7690924	21647470	 3361995	30213200	18898800	22512064	15271660	14521740	 9937064	 1859662
120.1047_44.6	2341511.0	2853851.0	4088076.0	3046130.0	  14853.3	1103272.0	3805928.0	1858366.0	 117526.6	2671656.0	3233118.0	1616793.0	3271432.0	 616841.2	2167331.0	4110284.0	1260375.0	1838438.0	1831818.0	5554128.0	 162264.2
121.0477_29.3	1486244.0	2565046.0	1762417.0	2749186.0	 181234.1	1577346.0	 916397.8	2234660.0	  36216.2	3538318.0	1642441.0	 813863.9	2301747.0	1217192.0	3089102.0	3553957.0	1368168.8	1007443.0	 738959.2	2671967.0	  64604.5
121.0626_74.3	    692.6	    692.6	    692.6	    692.6	    692.6	    692.6	5308634.0	    692.6	    692.6	3435169.0	 290971.5	    692.6	  65084.2	  65084.2	  65084.2	  65084.2	  65084.2	  65084.2	  65084.2	  65084.2	  65084.2
121.0648_32.6	6801769	7136947	8034851	4501103	1122375	3142203	4354087	2030985	4515823	2278704	1118060	1175186	3454221	1982295	3422346	4976949	2578619	2743970	2068992	3145280	1094116
121.0689_76.8	3808818.0	3759072.0	1877853.0	5876081.0	      0.0	3973683.0	2193493.0	3900829.0	      0.0	5167471.0	2896200.0	 659206.6	3841307.0	 346013.7	6231864.0	2402682.0	2365931.0	1133258.0	1278981.0	5801035.0	 286071.1
