"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"112.0412_183","14519440","21631500","25498540","30108410","6300452","21145240","39038270","19772600","5799999","7950318","1105623","32269950","2219234","34781620","4719469","32919290","2050554","22300790","7878360","55275220","1787231"
"112.0505_153.9","9168471","13232900","25339610","7906286","2263415","9698340","14053410","7352361","2625902.3","13751190","939328.5","10937340","1561804","12291300","3845858","14528650","2884661","10044430","7184502","23339720","1950201.9"
"112.0505_292.7","3769855","5408224","3912764","4402955","1561536","3579302","4643388","3760436","1953635.5","2598136","849810.1","4089222","745975.7","3797088","1501430","4907362","1531043","2912600","1317739","5894478","549942.3"
"112.0869_106.1","69668470","68022780","35993240","70042020","17425740","39075340","52333370","46633240","17705624","19313380","4447829","59453830","2520295","49080890","12272720","46103610","6801187","39968130","18306750","87463890","3504235"
"112.1121_293.1","155712000","320845100","137526400","231914600","1414431","135664100","284370600","184489600","70131566","58316950","6700587","78018090","7580984","155502100","55300470","208880900","6335081","141453400","53674410","438053000","3658050"
"112.1121_138.9","23845410","19141930","38288480","21255190","2251660","15347310","20092560","4660200","7800863","15788310","11929830","14818350","3652971","18593450","7668948","19732230","6892445","21953010","14554960","9350026","983543.4"
"112.5426_176","1199311","1602466","1632708","1688036","10120.1","1277180","2312663","1315153","1793.1","1793.1","10120.1","1697374","10120.1","1757869","10120.1","1552162","1793.1","1188025","1132944","3444464","1793.1"
"113.0346_37.5","17278760","20689130","26380620","15990570","5917130","12524380","15638640","11240550","6732046","12885160","1413048","11112880","1508238","12399110","8238204","8991583","3080174","14081910","9847206","14664330","2294553"
"113.0527_126.1","2826964","943375.1","1114205","3242416","8861304","7818.7","1903015","5676453","8422921.4","33116.3","7818.7","1183846","7818.7","385871","385518.5","490505.2","33116.3","2246592","3759924","843774.4","33116.3"
"113.0709_90.3","24.6","23987.2","24.6","898876.1","24.6","24.6","263655.5","587002.1","304934.6","328681.5","24.6","24.6","24.6","24.6","24.6","490632.4","306481.4","309498.3","315964.8","1635516","296983.5"
"113.0902_106.1","2809694","2772755","1590363","2950565","667027","1536994","2175897","1834659","867291.2","683530.7","72034","2347714","8599.5","1947908","512023.3","1828096","28259.8","1669504","562934.2","3639674","28259.8"
"113.1154_130","2026212","1340044","2001820","1435640","24.6","1076639","1190569","535591.9","270390.4","118109.5","1608026","1691791","185640.6","1383926","4943","585597.1","303684.6","464063.2","94261.5","3511830","84171.2"
"113.1154_293.1","11459240","25078100","10049030","17259450","76904.3","10203470","20959640","13204010","5014423.4","4199199","487663.3","5457551","72976.1","11373900","3925467","15663760","533861","10797190","3865999","32089080","72455.7"
"113.3901_110.4","1053800","1048694","751792.3","1826728","98209.6","295486.8","763834.5","382061.9","318981.4","181208.2","24.6","522202","24.6","233747.5","186335.9","592030.2","12745.8","315596.1","12745.8","2566436","12745.8"
"113.4992_166.6","24327","23371.1","23371.1","23371.1","23371.1","23371.1","23371.1","24.6","24.6","24.6","23371.1","23371.1","23371.1","23371.1","31400.9","3230253","24.6","698321.7","24.6","472884.2","24.6"
"113.5868_100.1","1025740","1210346","2241447","785590.1","952648.9","648611","659521.2","3508501","1847149.6","2265070","24124.9","24124.9","24124.9","24124.9","24124.9","83366.6","83366.6","83366.6","83366.6","83366.6","83366.6"
"114.0219_49.2","950555.8","1002157","2179813","1210786","1282463","1069588","2003934","1265334","850523.3","984572.4","77939.9","1635651","8309686","761718.6","1487125","1290431","5292262","780607.5","379782.2","1497807","24.6"
"114.0605_109.5","1452144","985640.4","2336489","4023862","830653.6","643215.7","1148513","588660.2","24.6","958416.4","130101.6","3532303","21187","1760148","862229.5","1480954","239681.4","1874470","1071289","3790302","24.6"
"114.1026_97.6","9520889","14118330","44195360","20198630","11425250","19428940","35029140","17157420","7814163.1","21881540","723887.7","17005310","768578.7","10503210","4358437","13719660","1537182","19643780","4673930","38451130","1191855.4"
"114.5946_93.4","732266.1","889116.9","3571856","49004","2048401","49004","2965540","964571.2","663485.7","1830909","49004","4372195","6603839","1703919","1663009","2101748","3803348","3105606","1215010","6138660","24.6"
"115.0156_287.9","1607408","1429758","2898442","1540780","1684906","2150633","2261571","3114489","3284417","1176504","1336975","1804362","1822172","2848379","2368108","1908429","2590805","2969511","3436774","2411149","2463495"
"115.0168_34.7","1057107","6834803","4388048","4292087","1627574","3318343","3477566","2039504","2167905.6","2272987","2638433","1873612","1959980","1023662","1569690","1352914","1141832","2967363","1692767","4561958","529238.3"
"115.0542_28.5","301194.8","355845","797789.6","331218.6","463370.3","722163.1","717024.7","1811809","2303152.6","810498.4","718335.7","407650","768511.1","1833416","986870.8","838480.4","1030314","1407110","1095132","662089.4","953662.1"
"115.0866_116","4904380","12592220","12476170","24128600","3922415","13325420","41555080","17675850","7631159","8679234","24.6","7068191","24.6","1990898","596773.7","12763490","4821176","17099060","6526462","24684030","4605282.7"
"115.1059_95.8","616746.1","722460.5","3006102","1383047","825905.3","603681.8","1871764","2647279","26365.6","1128769","24.6","653283.6","24.6","330659.2","24.6","3220501","26365.6","571870.4","26365.6","1246242","26365.6"
"115.5785_113.8","1520522","1755527","5140500","1398091","3345745","24.6","1325617","55995.5","1335471.8","1927264","24.6","6342602","24.6","1532826","2913758","2446032","55995.5","3396438","1269662","7915282","55995.5"
"116.0342_95.7","5412740","7079051","797737.3","2240010","2001094","1787384","2525412","1998236","7353994.9","3375938","5540308","2245522","1348016","4630021","1593587","2428029","1132748","2041597","1863880","2961312","577461.5"
"116.0454_44.1","2805097","3742251","855755.8","2430806","468842.5","1958298","2839066","1447587","2139281.3","2410519","871731.6","794913.6","37357.9","1283478","734888.7","1349283","93454.6","1221504","1042075","3317580","832805.7"
"116.0899_111.8","24.6","584955.6","428143","706859.6","24.6","536161.2","1405457","520721.3","261952.1","261952.1","24.6","24.6","24.6","24.6","24.6","261952.1","261952.1","1365748","261952.1","936903.3","261952.1"
"116.5738_103.5","2997585","17084","1339317","17084","17084","17084","17084","24.6","1864206.1","1345192","17084","1891236","17084","764996.3","1611296","2109379","24.6","1312351","24.6","2979739","24.6"
"116.5887_61.8","80647.6","5473429","633508.8","80647.6","350295.2","80647.6","1401030","1248086","1132081.8","24.6","4431982","2019729","1959127","80647.6","945770.4","1284347","1206727","1047223","2776320","2455747","24.6"
"116.6113_64.5","584574.1","4967209","5548142","2312951","24.6","17107.2","489253.4","2548982","1870765.9","571751.4","7323520","4283954","5587128","24.6","3806140","571751.4","1232987","571751.4","5258493","4731885","1076110.2"
"117.0561_39.2","7773191","24.6","24.6","6088684","30519.9","5775847","7985470","1558978","1137865","3479453","3857270","2173756","559779.6","670619.4","1343252","1482123","748607.8","1887118","1488398","5058595","792596.3"
"117.074_100.5","2961831","4089069","5142781","4285210","3022416","2593840","8422347","4637700","3255384","2940376","596694.6","873018.7","1702967","1503036","599313.1","3768578","1744364","2785705","2531716","6346703","1166411.9"
"117.576_120.3","1841523","3197628","4332630","1259757","1594470","1087275","1065060","1091726","1815936","2584302","264137.7","6528489","491961.5","2643573","1913417","3419825","4363912","4373385","1647850","9335059","2649534.1"
"118.0542_33.5","5768983","24.6","1422901","4937646","388520.6","24.6","24.6","969374","94109.7","806368.7","395776.5","24.6","740214.1","1232850","1433952","576749.1","1280090","831834.8","1124190","823803.9","805403.6"
"118.0629_61.8","9803322","13799830","3887464","12372770","1183563","11053150","16985310","11674560","11829754.4","1879175","3236075","3977969","3859685","8588618","3154856","7143292","818151.6","9674315","3997855","20062630","3527130.8"
"118.0651_35.9","21328440","26697250","32200730","24836530","12439770","24021490","28772980","26357680","16519330","18987560","7977003","36894480","3554400","27628070","14126280","29242300","9077906","35489760","17736010","51072580","4226158"
"118.078_67.1","5460622","6905858","2670272","5514137","6052318","4957257","7818932","6347191","7495430.4","8338843","4034221","3626480","213960.3","4067672","2128959","3932335","24.6","7124894","4750878","12563510","4263395.7"
"118.0862_58.2","2486951000","2778794000","841965300","3147592000","383968200","2893088000","3794595000","2597729000","2775254129","463348700","327107600","1436834000","266472000","1679007000","706639000","1364620000","223188800","1905699000","877846900","4504593000","270387997"
"118.0943_60.8","4669492","10057380","3550544","6303110","495341.2","9588858","14473610","8149267","12976866","2002092","22326","7767940","358269.2","5698800","2539921","7354852","574270.1","8798827","4303066","11696850","1320801.6"
"118.0992_25","952620","6427241","3847252","146145.3","351296.8","211856.5","2128298","1666613","7241423.1","116984.1","1782974","148845.6","606035.6","1992706","198887.1","2169387","166276.8","2862015","185399.1","3359704","130768.2"
"118.1096_61.9","9494234","13448540","3563106","13036330","2108066","11664500","16044790","11317620","12365374","2039693","2002717","4727761","1162053","9862191","3360585","7355448","1024659","9890624","4514350","19170520","1078235"
"118.9206_251.5","18616400","27888740","25877130","35977500","28473320","35945600","18086300","28686680","7589390","26937350","25042980","19998560","26169370","34605810","26180210","30109140","35341730","33029600","25463630","30860590","26899640"
"119.0685_45.4","1641545","2440466","1944378","2037212","522594.6","1011811","1879456","1234778","577141.3","2046381","722714.5","2063224","175659.7","1384084","1383583","2437635","1062177","2599150","1170655","3112032","234958.9"
"119.0721_25.6","1783251","796543.3","3419372","1365957","427771.4","1333038","1152125","1240205","494412.1","5843646","255826.4","2280898","334267.6","1688601","1172434","2092579","223874.9","2973274","1066464","3231063","408987.1"
"119.0833_60.8","6785667","10037210","1743873","8510199","1063652","8320770","13112280","8504603","10177758","2196297","1720759","2552975","3163873","6869942","2356823","4655498","4164432","7470047","3192568","14785740","1540743"
"119.0856_26.8","13168750","9824766","30374160","11457820","20315890","27816650","29512300","25709200","65900169","17282590","27798710","12143770","27660480","36314120","15404260","9426350","17557950","21471190","22522390","13447710","25047729"
"119.0896_57.2","139386200","192094600","42491000","120642200","26577520","147565200","209242600","153361000","125357182","31309740","18644960","95666210","15427630","105112000","43184460","82750610","18033440","108113900","50952520","245441100","15814676"
"119.0925_60.3","4553434","5174092","2198316","3367076","8259849","5421612","4077074","2844714","3271502","10908610","9648990","3661351","13699920","2561875","8643346","2367004","9890451","4554968","2781532","7628743","24.6"
"120.0031_235.3","1368431","3561499","2175172","1951500","1665977","2581082","2501853","2102919","2906830.5","846311","926465.6","2968442","2079818","1758235","2829360","1694423","2695822","1064259","1534292","3469242","2416120.1"
"120.0113_213.5","2472664","2360037","2761360","7912106","1978000","4810735","9513945","5680563","1883660.3","24.6","1256121","5051715","491157.4","1859502","2658865","4043401","1261188","3623549","1711795","6599704","589448"
"120.0444_29","26489160","43987200","36679410","44902610","25920080","40013940","56120830","45527000","25817457","17404460","3649102","18799170","1346825","30275980","16515470","34234330","7082019","46328940","14884190","50902640","3194218"
"120.0605_120.4","733898.9","1122492","1648755","24.6","24.6","24.6","1643248","565791.1","122694.3","1299585","24.6","1795815","24.6","24.6","916833.6","1299377","122694.3","1144943","122694.3","2438907","122694.3"
"120.0655_57.8","126165100","120238900","71052750","171757400","16140390","120983200","156871300","177113200","71457646","34862820","4156576","74752290","3193899","93246400","25474390","118383500","13494220","74503140","39852110","179371700","6652598"
"120.0728_51.1","1614081","49274.9","6237549","2891893","641676.5","49274.9","1181949","5928801","699641.1","809675.9","49274.9","2096404","3270492","49274.9","1020105","2345745","309293.3","2422345","1672455","6698432","24.6"
"120.0808_42.5","682361100","842941800","1092563000","754055900","318506000","571726700","764128900","611801500","380508527","493120300","106838900","1120866000","75526120","792214600","445120400","936396800","202148000","1100828000","503265700","1650478000","77837595"
"120.0896_42.5","11195750","16193960","7450389","12429310","1719446","14235350","17931580","12513190","16422526","1949988","2412049","4649551","2663194","14934470","4668807","6257396","1425747","11836550","6178581","19627590","2254994"
