"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"360.1814_126.1",0.0065669,-0.025099,0.0034643,0.018751,0.000877,-0.001178,0.0024259,0.045451
"360.2127_37.1",0.034597,0.010596,-0.02045,0.019365,-0.0067674,0.0073288,-0.012632,-0.0024344
"360.2239_28.5",-0.0062927,-0.018009,0.01256,-0.00024294,0.00035935,-0.023874,0.035626,-0.01528
"360.2321_20.5",0.033578,0.0072242,-0.025103,0.020892,-0.010127,-0.004795,-0.016986,-0.013824
"360.2745_26.7",0.027961,-0.0067544,-0.0067347,0.024404,-0.012321,-0.028932,-0.0025518,0.00081841
"360.319_27.2",0.028038,-0.02014,0.024992,-0.02127,0.0020267,0.0033515,-0.0095158,0.0060644
"360.3748_25.7",-0.0011888,-0.02024,0.019006,0.013528,-0.017047,-0.018249,0.0084114,0.015595
"360.9324_59.5",0.015171,-0.025261,-0.0023976,-0.012498,0.013959,0.020975,-0.003027,0.0059251
"361.1503_80.9",0.021508,0.0049024,0.0092465,-0.030918,0.0040841,-0.0006983,0.012141,-0.019627
"361.1534_92",-0.0023098,0.026676,0.017217,-0.022215,-0.028047,0.012625,0.010929,0.0085797
"361.2447_94.4",0.036653,0.006656,-0.020713,0.022205,0.0011656,0.0088405,0.0024679,-0.0037662
"361.3221_26.3",0.024229,-0.011179,0.01427,0.0039713,-0.0069556,-0.016595,-0.0018257,0.010174
"362.0101_71.7",-0.02747,0.019442,0.0062006,0.019553,-0.008287,-0.0060194,0.01734,-0.031669
"362.1274_71.3",-0.025155,0.00079275,0.0088853,-0.015657,-0.031083,0.0076541,0.0072591,0.0061736
"362.2032_128.3",0.03609,-0.0010111,-0.013021,-0.0025406,-0.015692,-0.0023249,-0.013829,-0.0070605
"362.211_29.9",0.032297,0.010986,-0.0095186,0.0012044,0.019316,0.0075481,-0.013273,-0.033738
"362.3253_26.4",0.015056,-0.0059621,0.022526,-0.013465,-0.021198,-0.016997,-0.0049462,0.014323
"362.8316_19.6",-0.00075309,-0.021628,0.020967,0.010336,-0.0074565,-0.010262,0.017001,0.0076736
"362.8752_84.6",-0.00085017,-0.014791,0.02606,0.005099,-0.013916,0.0034651,0.01524,-0.020519
"363.052_65.9",-0.00073746,-0.017989,0.029888,0.0050711,0.012598,-0.00033936,-0.024878,0.028696
"363.1987_127.1",0.02792,0.011172,-0.0098625,-0.0040884,0.02465,0.015142,0.00099274,-0.032269
"363.2153_28.1",0.021547,0.010953,-0.014073,-0.01316,0.028667,-0.0026656,0.024409,-0.029846
"363.8584_19.5",0.031489,-0.0062748,0.021503,0.0050396,-0.0022003,0.00097124,0.0081182,-0.014669
"363.9082_71.8",-0.0011049,-0.015098,0.01829,-0.023909,0.011042,0.037928,-0.021563,0.0057409
"363.9968_67.9",-0.0060259,0.0037953,0.013617,-0.026858,0.018504,-0.01632,0.019541,-0.0206
"364.0607_179.7",-0.0048662,0.013946,0.010195,0.027912,-0.035867,0.014339,0.021236,-0.037722
"364.0653_282.6",-0.01227,0.026207,-0.036123,0.0085634,0.0012507,0.00037633,0.0095215,0.015107
"364.0655_166.4",-0.012713,0.026278,-0.027853,0.023813,-0.014761,-0.012349,0.013971,-0.0021488
"364.2233_30",0.039292,0.0047742,-0.018763,0.0095987,-0.0075705,0.014933,0.0054959,-0.0065277
"364.9699_46.6",-0.0041927,0.0097886,0.020514,-0.035597,-0.01334,0.011888,0.021718,0.00072099
"365.0486_111.6",-0.015152,0.0072624,-0.014811,-0.0072626,0.003553,-0.0088397,-0.0055757,0.019964
"365.0627_184.7",0.033416,0.0096787,-0.0096975,-0.0035151,-0.0025765,0.027744,0.014515,-0.02299
"365.068_206.4",-0.019923,0.02953,-0.028545,0.0095754,0.0079792,0.0093533,-0.0017411,0.00732
"365.1056_92.5",-0.013835,0.041661,-0.0037889,-0.0167,-0.0037608,0.0017212,-0.010526,0.01141
"365.3238_23.6",0.0037906,0.010971,0.010377,-0.034838,0.021587,-0.014474,0.0068011,-0.026317
"365.9063_55.2",-0.0047441,0.011758,-0.021079,-0.00055295,0.0055129,-0.026791,-0.011587,0.0091656
"365.9961_90.4",-0.017033,0.023051,-0.0031801,-0.0099597,-0.012454,0.047447,-0.010047,0.00035351
"366.1087_92.2",-0.016944,0.03579,-0.0016982,-0.019696,-0.021018,0.0016223,-0.0033779,0.01505
"366.1993_34.5",0.031361,-0.0059586,-0.0054654,-0.0036518,-0.0049212,0.0067907,0.0062956,-0.018837
"366.2024_37",0.034759,0.007585,-0.022816,0.0078101,-0.0063573,0.0012971,-0.018082,-0.0061599
"366.8615_84.7",0.022784,0.013499,0.00091245,-0.038201,0.030105,0.0057763,0.0036076,-0.01644
"366.923_62.1",0.01851,0.024129,0.00089228,0.0058118,-0.010583,0.024228,-0.016048,0.012078
"367.1099_94",-0.014833,0.018416,-0.005009,-0.0021427,-0.043129,0.037166,-0.0047144,0.0015286
"367.1358_26.8",0.017129,-0.024481,0.015385,-0.040204,0.0048305,0.017687,-0.0017865,-0.007365
"367.1395_125.6",-0.030689,0.015768,0.0083646,0.017233,-0.020424,0.0088022,0.016835,-0.028504
"367.209_20.6",-0.0050982,-0.011939,0.0085238,-0.0056925,-0.002511,0.015065,0.012597,-0.025656
"367.8638_72.3",-0.01639,0.012692,0.0098168,-0.024358,0.015327,-0.011614,0.015893,-0.027563
"368.1605_32",0.035163,0.0059799,-0.01487,0.014891,-0.020973,0.0033945,0.0074581,0.00020281
"368.1946_28.3",0.031335,-0.0074901,-0.0063121,0.023875,-0.040474,0.0073615,0.010169,0.00091088
"368.2429_27.3",-0.0060878,-0.011647,0.011363,-0.01661,0.013833,-0.0053367,0.014182,-0.027274
"368.2561_26.3",-0.005989,-0.0017697,0.014652,0.0032301,0.0068862,0.0081104,-0.015387,-0.010928
"368.7297_80.4",0.017823,-0.0079416,-0.011294,0.031807,-0.019196,-0.0066392,-0.0028146,0.00033037
"369.1615_59.2",-0.017977,-0.0074277,0.011169,0.018542,-0.032015,0.0099535,-0.00012412,-0.007218
"369.1825_26.4",0.0066287,-0.027817,0.019285,0.015152,0.021425,0.0071186,-0.025955,0.0074435
"369.3366_26.7",0.025269,-0.02064,0.02029,0.0010825,-0.0011705,-0.010317,-0.0030899,0.014081
"369.8668_19.2",0.017408,-0.019768,0.028273,-0.021751,-0.010481,0.0036912,0.010261,-0.018182
"369.9053_19.5",0.014542,-0.026618,0.032825,-0.014274,-0.0034099,-0.0020601,0.0050446,-0.0086161
"369.929_70.2",-0.0072021,0.0015156,0.0012672,-0.021049,-0.00059089,0.022818,-0.010339,-0.0339
"370.0523_102.5",-0.024534,0.038798,-0.011951,-0.0071563,0.013443,-0.011661,-0.0030158,0.0079916
"370.259_22.1",-0.017709,-0.018823,-0.0018545,-0.019627,0.026634,-0.027751,0.0027879,0.019109
"370.9947_70.9",-0.017154,-0.0097318,0.015927,0.013492,-0.023534,-0.0018124,0.018279,-0.023547
"371.0772_221.1",-0.021989,0.027905,-0.0021767,-0.00036675,-0.021397,0.022193,-0.019747,0.0057782
"371.1134_107",-0.01453,-1.445e-05,-0.0038431,-0.011718,0.026775,0.008405,0.041069,0.0011778
"371.2624_26.5",-0.0081733,0.0084972,0.015217,0.0023519,0.037424,-0.0069427,0.0017807,-0.0036158
"371.2796_26.5",0.0064589,-0.036934,0.025123,-0.0092916,0.0074772,0.011048,-0.0036883,-0.010871
"371.9084_60.5",0.011686,-0.015404,0.0207,-0.012181,0.017062,0.017455,-0.031793,0.020775
"371.976_78.5",-0.02579,0.021892,-0.012188,0.011577,-0.014786,0.041672,-0.016242,-0.0084316
"372.3189_20",-0.0022989,-0.036254,0.019986,-0.010024,0.00047064,0.00026357,0.017092,-0.020217
"372.3716_209.9",0.010821,-0.0086219,0.025372,-0.038114,0.0066038,-0.011676,-0.02171,-0.0011253
"372.9307_72.2",-0.0017817,0.028615,0.0043805,0.015592,-0.024552,0.016333,-0.035177,0.027064
"372.9767_76.5",-0.015941,0.018203,0.027251,-0.018881,-0.002213,0.0015753,-0.024929,0.010154
"373.1984_27.7",-0.018641,0.0094774,0.019688,-0.0066786,0.028866,-0.012093,-0.009424,0.017048
"373.2448_35.1",0.03045,0.004518,-0.016901,0.034383,-0.014098,-0.013312,0.0029244,0.017689
"373.2951_26",0.0287,-0.020103,0.023996,-0.02908,0.005586,0.0039245,-0.0055055,0.0047569
"373.8353_49.3",0.0079188,0.013238,-0.018455,0.035058,-0.024253,0.0031941,-0.007731,0.015139
"373.9114_244.9",0.022698,-0.01904,0.019843,-0.00024269,-0.0014276,-0.0047261,-0.014574,0.0099565
"373.9365_72.8",-0.022772,0.023252,-0.006236,0.0035341,0.028494,-0.028567,0.014536,-0.015859
"373.9781_98.8",-0.019851,0.026481,0.0098467,-0.010117,0.026566,-0.031164,0.0034308,-0.0012994
"374.2288_35.2",0.032594,0.0035334,-0.016633,0.016501,-0.010718,-0.0021898,-0.014902,0.0056852
"374.2399_102",0.025734,0.0081934,-0.021687,0.030167,-0.018161,0.021866,-0.013829,0.00018969
"374.2974_26.3",0.019032,-0.0088064,-0.0056878,0.020586,-0.009179,-0.018127,0.011573,0.016121
"374.3266_23.7",0.018101,-0.017535,0.013694,0.0081013,-0.00032655,-0.017088,-0.0039103,0.017708
"375.13_36.5",-0.025592,0.0066964,0.0099977,0.017712,0.017117,0.01819,-0.035949,0.018445
"375.2028_33",0.027586,0.016765,-0.017791,-0.0047636,0.028711,0.011458,0.010118,-0.024968
"375.2237_40.8",0.02067,0.0074752,-0.019975,0.0089057,-0.015897,0.017533,-0.0092257,-0.001883
"375.2352_94.6",0.019193,-0.0033114,-0.022,0.0059107,-0.027573,0.026313,-0.00038107,-0.012976
"375.3105_26.5",0.026038,-0.024761,0.026171,-0.017799,0.0013682,-0.00081563,-0.0067129,0.003638
"375.3662_25.5",0.016412,-0.021414,0.021806,-0.033826,0.0069716,0.01234,-0.01346,0.0053583
"375.8326_49.7",0.028113,0.019112,-0.017104,-0.013089,0.030656,0.010924,0.0054452,-0.017502
"375.8952_70.1",-0.027732,0.015968,-0.014916,0.0074089,-0.013617,0.032818,-0.011595,-0.015018
"375.9354_48.3",0.020951,-0.0062932,-0.0080247,-0.015411,0.0074155,0.011,0.017992,0.032146
"376.2175_27",-0.004109,0.0046248,-0.0086163,0.0021764,0.045219,-0.014104,0.013142,0.0030259
"376.2188_128.1",0.015953,0.022758,-0.012988,0.036109,-0.014765,0.0089287,-0.012277,0.016245
"376.2268_28.8",0.03832,0.013254,-0.011217,0.0027259,-0.004183,0.011135,0.0062187,0.0015831
"376.3421_27.3",0.027632,-0.019518,0.028592,-0.021112,0.0061073,-0.0012607,-0.010106,0.0050758
"376.3692_24.9",-0.00040998,-0.0094731,0.012042,-0.0065504,-0.019738,0.0077632,0.0073348,0.021576
"376.6777_54.6",-0.0033202,-0.023558,0.010563,0.010247,0.019358,0.00037402,-0.025918,0.024146
"377.1455_41",-0.035914,0.022789,-0.016228,0.0017304,-0.0057238,0.015992,-0.012149,0.005636
"377.2685_26.1",-0.0038461,-0.001911,0.0017334,-0.012247,-0.0056268,0.016364,-0.021574,0.0018689
"377.3456_26.7",0.02445,-0.020123,0.030958,-0.0218,0.0017565,0.0049835,-0.011034,0.0024414
"377.9346_46.1",0.035499,-0.0074739,-0.0045344,-0.021671,-0.0011632,0.010148,0.0075584,0.0058597
"377.9842_74.8",-0.024677,-0.0076868,0.0027123,0.018252,-0.02633,0.0006279,0.021015,-0.018138
"378.0263_68.2",-0.024359,0.017687,-0.021233,0.0044959,-0.010559,0.023776,-0.0053948,0.012902
"378.0611_69.7",-0.015554,0.020916,0.0039101,-0.0054414,-0.022701,0.041955,0.0018075,0.0090038
"378.069_110.5",-0.036501,0.022934,0.0040647,0.0013752,-0.01445,-0.0012437,-0.0091978,0.010573
"378.0714_294.1",-0.029244,0.020211,0.0065152,0.017205,-0.016535,0.0051132,-0.0025324,-0.016785
"378.116_151.8",-0.022398,0.040771,0.0017397,0.0036265,0.0016039,-0.0047632,0.0004335,0.015352
"378.116_30.3",0.0035654,-0.0048118,0.0016618,0.045839,-0.010924,-0.011623,0.033661,-0.02569
"378.1487_41.8",-0.030293,0.017215,-0.0052798,0.006109,-0.0073833,0.019293,-0.021078,-0.0064909
"378.2392_31.5",0.037785,0.0017767,-0.01381,-0.007268,0.0015141,0.014039,0.0037961,-0.018974
"378.2646_23.2",0.0090123,-0.025066,0.012723,0.022167,0.010912,-0.012256,-0.016512,0.026317
"378.3487_26.5",0.018508,-0.023332,0.025169,-0.016018,0.0037758,-0.0038927,-0.016919,0.0099941
"379.2424_28.7",0.010725,0.0094477,-0.02308,0.0074121,0.011397,-0.011146,0.0014286,0.0013349
"379.7049_80.4",0.00017287,0.0076015,0.002597,-0.023808,0.02912,-0.018645,0.029203,-0.012162
"379.9859_98.1",-0.029737,0.016912,-0.0040655,0.0049871,-0.018016,0.025537,-0.015354,-0.0033284
"380.1105_103.9",-0.019781,0.028215,0.010548,0.011185,-0.030837,0.030335,-0.0078422,0.0054203
"380.218_34.6",0.033764,0.0051361,-0.016488,0.031399,-0.012052,-0.013372,-0.0022278,0.0099921
"380.2523_28.8",0.041123,0.0014024,-0.012589,0.0022268,-0.0022345,0.015053,0.007527,-0.010908
"380.8344_47.1",0.015512,0.026884,-0.0054946,-0.020461,0.023861,-0.012318,-0.02615,-0.0036951
"380.9834_213.6",-0.029092,0.0068598,-0.010216,0.02839,0.0015456,0.0049406,0.015881,-0.022625
"381.0236_70.9",-0.02214,0.030399,0.016867,-0.0085011,-0.0042888,-0.010648,0.010976,-0.022328
"381.0795_94",-0.013816,0.043631,-0.0036035,-0.011298,0.0053436,0.0056094,-0.0074767,0.013027
"382.0827_94.9",-0.016167,0.01227,-0.00031172,-0.039485,-0.020136,-0.0051414,0.0034682,0.015611
"382.7301_85.3",0.015124,-0.0043445,0.03211,-0.0031343,0.0084036,0.004141,0.011801,0.018978
"382.8319_47.8",0.0042915,0.0085791,0.0080233,0.034608,-0.015428,0.0051167,-0.046908,0.034731
"383.0774_94.6",0.0031884,0.011645,0.0097176,-0.027447,-0.019972,0.037085,-0.012107,0.0019802
"383.1246_70.9",-0.0018372,-0.017337,0.01591,0.037644,-0.022606,0.0044708,-0.0096512,-0.0070354
"383.2043_25.5",-0.0039207,0.0029633,-0.0029686,0.013118,-0.032526,0.011082,-0.001709,0.020673
"383.2191_26.4",0.014924,0.0035293,0.0057948,-0.031682,0.041506,0.0054108,0.028054,0.0089219
"383.3153_26.4",-0.00083327,-0.017748,0.021369,0.018002,-0.017792,-0.014276,0.027158,-0.0025632
"383.9654_86.7",0.013596,-0.004633,-0.012568,-0.03736,0.030354,0.0073551,0.0077975,-0.0089446
"384.2384_27.5",-0.011596,-0.033471,0.0091414,-0.022999,0.00044335,-0.00031594,0.013744,-0.014501
"384.3062_27",0.011192,-0.0080916,0.023693,0.018633,-0.0077991,-0.025515,-0.0013869,0.025359
"384.9373_62",-0.0018328,-0.021298,0.016058,0.038052,-0.0015301,-0.013582,-0.004453,-0.016009
"385.1289_93.6",-0.011691,0.035347,0.0086423,-0.010577,0.033951,-0.012311,-0.0078054,0.0086761
"385.2446_32",0.0096534,-0.02009,-0.025745,0.013265,-0.017921,0.0076539,-0.010404,0.011184
"385.879_68.4",-0.00034764,0.0026302,0.010564,-0.014102,0.0044225,0.02487,-0.021245,-0.026205
"385.9109_70.1",-0.019722,0.020656,0.018213,-0.013085,-0.0077333,0.021583,0.0032002,-0.0061488
"386.0261_110.9",-0.023089,0.013902,-0.018161,0.013952,-0.020004,0.035413,-0.014371,-0.017439
"386.2081_26.4",0.015937,-0.019692,0.0019683,0.01884,-0.0074013,-0.0022502,0.0092867,0.0067961
"386.8133_90",0.0078986,-0.026654,0.0025735,-0.0016998,-0.0042376,0.0088131,-0.004345,0.013146
"387.1801_26.7",0.024379,-0.027392,0.023156,-0.027891,0.01831,-0.0016432,-0.0040312,-0.0024385
"387.1931_26.5",0.017304,-0.033876,0.026866,-0.015354,0.0020883,0.0039738,-0.010915,0.0063214
"387.2271_283.9",-0.0021524,0.0092433,0.0049722,-0.0033182,0.0074827,0.030052,-0.0051047,-0.0071029
"387.2602_33.2",0.033103,0.0023382,-0.018566,0.029526,-0.016189,-0.015692,-0.001198,0.0084191
"387.3103_26.8",0.019092,-0.026412,0.010984,-0.017335,0.0068737,-0.0067238,0.014696,-0.0087061
"387.3467_26.7",0.02618,-0.015512,0.01559,-0.017292,0.00026633,-0.015562,0.00082727,-0.0040356
"387.908_70.1",-0.012164,-0.0072289,0.010491,-0.018023,-0.0060768,-0.020799,0.024278,-0.0092032
"387.9779_84",-0.032599,0.031287,-0.0024999,-0.015156,-0.0027068,0.0065553,-0.014512,0.013235
"388.0898_70",-0.022573,9.0889e-05,-0.0022479,0.013863,-0.005711,0.0033556,0.019374,-0.056015
"388.1837_26.8",0.026198,-0.02799,0.022864,-0.021933,0.018603,-0.0033963,-0.0043949,0.0016431
"388.1964_26.8",0.015304,-0.031911,0.031718,-0.014917,0.0025429,0.0040082,-0.013593,0.0065611
"388.2077_25",0.013468,-0.027674,0.023174,-0.021098,-0.00045803,0.0059736,-0.025837,0.0078888
"388.2302_103.4",0.022437,0.014207,-0.022815,0.028349,-0.02057,0.011504,-0.014674,0.004883
"388.2635_32.3",0.025114,0.003826,-0.023448,0.02939,-0.022106,-0.0064976,0.0037389,0.01075
"388.3502_26.6",0.019474,-0.011303,0.0052341,0.025799,-0.016437,-0.022474,0.0070961,0.01322
"388.8421_256.8",0.0068756,-0.017475,0.01605,-0.0013968,0.017598,0.010356,-0.01328,0.032449
"388.9486_60.6",-0.0073156,-0.0096142,0.014367,-0.0041429,-0.023174,0.0022084,-0.0072167,-0.0058708
"389.136_60.4",-0.0058205,0.0044731,-0.013266,-0.021911,0.0088178,-0.019809,0.0049058,0.020063
"389.1932_40.1",-0.019453,0.0091567,0.019765,-0.0092287,0.0094625,-0.015819,-0.019561,0.03919
"389.2393_38",0.030983,0.0043516,-0.019962,0.028472,-0.019225,-0.017487,-0.0070355,0.011853
"389.8631_47.7",-0.020634,0.025624,-0.027357,0.0071036,-0.0024433,0.012337,-0.0037877,0.017252
"389.9106_72.4",-0.028044,0.016361,-0.0072963,0.010328,-0.0085971,0.023635,-0.017489,-0.011702
"389.9313_86.6",-0.018114,-0.012559,-0.0036844,0.00074982,-0.0035209,0.0097291,-0.010458,0.0043853
"389.9735_91.6",0.01454,-0.0040274,-0.011634,-0.04015,0.030339,0.00097102,0.01295,-0.011849
"390.2_114.8",0.015685,-0.004897,-0.0085535,-0.013707,0.023539,-0.020511,0.0049879,-0.030639
"390.2093_127.6",0.035743,0.0080822,-0.01417,0.025043,-0.01659,0.0086006,0.00090583,-0.00018748
"390.2204_108.7",-0.025272,0.034429,-0.0024642,0.010567,0.00021633,0.021646,-0.018673,0.0049427
"390.2426_34.1",0.021851,0.0045211,-0.002681,0.024051,-0.023669,0.00029112,0.011938,-0.013848
"390.285_19.8",-0.0070269,-0.031121,0.012333,0.0087648,0.0095148,-0.014447,-0.024629,0.0076396
"390.3213_26.1",0.027082,-0.023516,0.026796,-0.025596,0.005346,0.0037604,-0.0063327,0.0037327
"390.863_46.3",0.012067,0.0037108,0.0084873,0.029034,-0.0079433,0.010337,-0.044852,0.032692
"390.9458_61.4",0.0074381,-0.021275,0.0021409,0.0074653,-0.0088296,-0.010358,0.018509,0.0082645
"391.2095_27.6",-0.020012,0.015806,0.00092973,0.0042255,0.035233,-0.033808,0.0066917,-0.010751
"391.2841_158.2",0.024698,-0.01401,0.0098356,0.021994,7.6982e-05,0.001345,-0.019989,-0.0029993
"391.3247_26.2",0.026421,-0.022759,0.018388,-0.02464,0.0011181,0.013405,0.01075,0.014991
"391.8603_48.9",0.0040376,0.018101,-0.01049,0.0044523,0.040048,-0.0046873,0.0022296,-0.0029696
"391.9529_73.3",0.0042618,-0.025982,0.014453,0.0034357,0.0094176,0.011293,-0.038959,0.0154
"392.0966_120.2",-0.026773,0.02142,0.0048936,0.0086342,-0.0065529,0.017675,-0.02215,-0.0033125
"392.147_45.8",-0.0027649,-0.028961,0.026561,0.034036,-0.0085823,-0.012681,-0.0038236,-0.0017333
"392.183_109.1",-0.011947,0.010833,-0.0086633,0.0031373,0.04605,-0.024504,0.00054014,0.006526
"392.1924_111.3",-0.0083309,0.010079,-0.024672,-0.007541,-0.016358,0.011824,0.007921,0.018464
"392.2181_32.2",0.025476,-0.014684,-0.021778,0.026419,-0.0061037,0.0027433,-0.017934,0.01017
"392.3372_26.5",0.019881,-0.010568,0.0046587,0.013054,-0.017517,-0.014337,0.014732,0.0040434
"392.8613_46.3",0.0057148,-0.027244,0.019767,0.013069,-0.0066044,0.0076227,-0.029145,0.037532
"393.0546_107.4",-0.027776,0.026945,-0.0039597,-0.0022079,0.010478,0.0022868,-0.0038362,0.01364
"393.115_101.8",0.0014107,-0.010942,-0.0017761,-0.019211,-0.004987,-0.0025422,0.014647,0.0082702
"393.2132_36.2",0.03435,0.0092918,-0.018182,0.022796,0.0030245,-0.0043259,-0.0021928,-0.0039766
"393.9581_77",-0.020314,0.02357,0.0015396,0.0031563,0.01293,-0.023167,0.011276,-0.019519
"394.1971_40.4",0.027363,0.017574,-0.021522,-0.0074487,0.030583,0.012668,0.0033606,-0.017725
"394.2338_31.9",0.034195,0.0059019,-0.014715,0.031506,-0.0094058,-0.015441,-0.01395,-0.00097985
"394.8699_67.3",-0.0015019,-0.014191,0.02161,-0.0093361,-0.013959,0.0085163,0.024321,-0.022888
"394.9505_94.9",-0.023431,0.019474,0.012514,0.021023,-0.025923,0.0084428,0.0059627,-0.016957
"395.2925_26.4",0.024949,-0.0055495,0.013807,-0.0030465,0.015319,-0.007239,0.0088564,0.012828
"395.9187_71.3",-0.025855,0.0086657,-0.0066396,0.0078228,0.022565,-0.0072158,-0.0019785,-0.00048925
"395.9364_69",0.025,-0.0091181,0.00041267,-0.029466,0.019171,0.0049319,0.022111,-0.028685
"395.9599_98",-0.017819,0.015819,0.020461,-0.0004582,0.030044,-0.0074538,-0.014801,0.011031
"396.1056_126.9",-0.030546,0.0049403,-0.0090183,-0.007183,-0.00019317,-0.036587,0.027555,-0.00082203
"396.8794_64.9",0.0070911,-0.037374,0.024016,0.015567,-0.0030334,-0.0010062,-0.0083599,0.0080333
"396.9609_231.2",-0.01897,0.024599,-0.010446,-0.0047231,-0.020437,-0.023903,0.017649,0.014056
"396.9972_72.6",-0.017539,0.00051787,0.023617,0.011564,-0.013213,-0.0064675,0.02097,-0.03361
"397.1972_37.2",0.0084584,-0.014317,0.012064,0.02121,-0.0054029,-0.017979,0.003639,-0.027906
"397.2008_26.4",0.0088314,-0.029244,0.027228,-0.025799,0.00051664,0.016331,-0.011379,-0.012815
"397.2082_37.6",0.00765,-0.029308,-0.013603,0.01866,0.0055178,0.022036,-0.050647,0.0085073
"397.3677_27.1",-6.4116e-05,-0.025517,0.018137,0.016421,0.01048,-0.001023,-0.014667,0.014688
"397.919_58.4",0.010886,-0.023701,0.020843,-0.039334,-0.0058295,-0.00042211,0.0046,-0.011448
"397.9369_70.1",-0.015616,-0.016538,0.020727,0.024683,-0.0083093,0.013874,-0.00047529,-0.0045821
"398.0402_46.6",-0.038895,0.019865,-0.0059818,-0.00088249,-0.010479,-0.0039896,0.0057333,-0.0044852
"398.2044_26.6",-0.00026796,-0.032103,0.029593,-0.00337,0.0071083,0.0087987,-0.017642,0.0039796
"398.2417_26.3",0.015326,-0.021507,0.013471,-0.024341,0.018409,0.017966,-0.019915,-0.0038436
"398.2748_29.9",0.021456,-0.013243,0.031792,-0.030495,0.0076901,-0.0087137,-0.0060072,0.0050978
"399.1446_133.3",-0.035725,0.010438,-0.015707,0.0089878,-0.015583,0.0083635,0.023835,-0.005889
"399.2599_32",-0.010509,-0.01888,-0.025775,0.019157,-0.024701,0.03391,0.0045989,-0.0319
"399.4655_222.1",-0.016527,0.036718,0.012086,-0.0026272,-0.010784,0.015929,-0.0085906,-0.0029927
"400.0511_109.5",-0.027594,0.024446,-0.0046069,0.0081854,-0.0301,0.019222,-0.0083447,0.01525
"400.148_132.7",-0.022215,0.01037,-0.009226,-0.0081558,-0.0062456,-0.012468,0.019114,0.0044101
"400.2208_28",0.010345,-0.0086056,-0.0088814,-0.022636,-0.017977,0.030104,0.021186,0.0068465
"400.3787_25.3",0.011323,-0.026462,0.02445,0.0042594,-0.00052609,0.0080103,-0.013063,-0.0021366
"400.5509_264",-0.027447,-0.0057938,0.0060339,0.029966,-0.0047716,0.0066849,0.019085,-0.03885
"400.6885_49.1",0.012925,-0.0068464,0.0076658,0.018585,-0.00025739,0.005228,0.0078129,-0.013944
"400.9104_62",-0.0035066,-0.021506,0.0030858,0.022708,-0.021695,-0.022042,0.019877,-0.0022851
"401.1594_27.9",0.011522,-0.036932,0.019157,-0.023215,0.013194,-0.00071733,-0.0028171,-0.0035047
"401.2759_32.3",0.031728,0.0025834,-0.020246,0.029948,-0.017598,-0.015983,-0.0023425,0.0090946
"401.3264_26.2",0.012966,-0.02421,0.011546,-0.017868,0.011234,-0.018423,-0.011803,-0.0023138
"401.8843_70.6",-0.025773,0.015635,-0.0021104,0.0026766,-0.01709,0.033402,-0.0053514,-0.025115
"401.9055_63.2",-0.014057,0.00591,0.026412,-0.011588,-0.010092,-0.014959,0.018116,-0.0067865
"401.9135_58.2",0.0081647,0.0046778,0.0088581,-0.034456,-0.0035073,0.0085445,0.023265,-0.027945
"402.0091_125.2",-0.032206,0.024363,-0.002664,0.0052216,-0.0065992,0.028205,-0.0077689,-0.015486
"402.08_234.5",0.0059772,0.015679,0.0081231,0.010249,-0.002572,-0.0087802,-0.044714,0.038602
"402.2125_32.6",-0.019277,-0.029625,0.019393,0.020672,-0.0033015,-0.0023031,0.0039341,-0.019475
"402.2335_32.7",0.017044,-0.0058617,0.029756,-0.0041413,-0.012768,0.006485,0.00016029,0.0087554
